,BusinessTravel,Department,EducationField,JobRole,MaritalStatus,AgeBin,AttritionCat,DistanceFromHomeBin,EducationCat,EnvironmentSatisfactionCat,GenderCat,JobInvolvementCat,JobSatisfactionCat,MonthlyIncomeBin,NumCompaniesWorkedBin,OverTimeCat,PercentSalaryHikeBin,RelationshipSatisfactionCat,StockOptionLevelCat,TotalWorkingYearsBin,TrainingTimesLastYearBin,WorkLifeBalanceCat,YearsWithCurrManagerBin
75,Travel_Rarely,Research & Development,Technical Degree,Healthcare Representative,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,College,High_Sat,Male,Medium_JobInv,High_JobSat,low_Inc,many_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,more 20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
76,Travel_Rarely,Research & Development,Life Sciences,Healthcare Representative,Married,"[18.0, 28.0)_Age",Yes_Attr,far_Dist,Bachelor,Low_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
77,Travel_Frequently,Research & Development,Life Sciences,Healthcare Representative,Divorced,"[48.0, 58.04)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
78,Travel_Rarely,Research & Development,Medical,Healthcare Representative,Married,"[28.0, 38.0)_Age",No_Attr,far_Dist,Bachelor,High_Sat,Male,High_JobInv,High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Medium_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
79,Travel_Rarely,Research & Development,Medical,Healthcare Representative,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,Medium_JobInv,Medium_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
80,Travel_Frequently,Research & Development,Technical Degree,Healthcare Representative,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,Master,High_Sat,Female,High_JobInv,Very High_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
81,Travel_Rarely,Research & Development,Medical,Healthcare Representative,Married,"[18.0, 28.0)_Age",No_Attr,far_Dist,Master,Medium_Sat,Male,Very High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
82,Travel_Rarely,Research & Development,Life Sciences,Healthcare Representative,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Below College,High_Sat,Male,Medium_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
83,Travel_Rarely,Research & Development,Life Sciences,Healthcare Representative,Divorced,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,Medium_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
84,Non-Travel,Research & Development,Medical,Healthcare Representative,Divorced,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
85,Non-Travel,Research & Development,Life Sciences,Healthcare Representative,Divorced,"[48.0, 58.04)_Age",No_Attr,far_Dist,College,High_Sat,Male,Very High_JobInv,Very High_JobSat,low_Inc,some_Comp,Yes_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,4-9 years_YWCM
86,Travel_Frequently,Research & Development,Medical,Healthcare Representative,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,Medium_Sat,Male,Very High_JobInv,Low_JobSat,high_Inc,many_Comp,No_OT,high_PSH,High_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
87,Travel_Frequently,Research & Development,Medical,Healthcare Representative,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,Medium_JobInv,Low_JobSat,low_Inc,none_Comp,No_OT,high_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
88,Travel_Frequently,Research & Development,Life Sciences,Healthcare Representative,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,High_JobInv,Very High_JobSat,medium_Inc,some_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
89,Travel_Rarely,Research & Development,Life Sciences,Healthcare Representative,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,High_Sat,Female,Very High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
90,Travel_Frequently,Research & Development,Life Sciences,Healthcare Representative,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Doctor,Very High_Sat,Female,High_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,high_PSH,Low_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
91,Non-Travel,Research & Development,Life Sciences,Healthcare Representative,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
92,Travel_Rarely,Research & Development,Medical,Healthcare Representative,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,High_Sat,Female,Low_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
93,Travel_Rarely,Research & Development,Life Sciences,Healthcare Representative,Single,"[48.0, 58.04)_Age",No_Attr,near_Dist,College,Medium_Sat,Male,Medium_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
94,Travel_Rarely,Human Resources,Human Resources,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,no_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
95,Travel_Frequently,Human Resources,Human Resources,Human Resources,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,Medium_Sat,Female,Medium_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
96,Non-Travel,Human Resources,Human Resources,Human Resources,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,Low_JobInv,Medium_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
97,Travel_Rarely,Human Resources,Medical,Human Resources,Married,"[38.0, 48.0)_Age",Yes_Attr,far_Dist,College,Very High_Sat,Male,High_JobInv,Medium_JobSat,medium_Inc,none_Comp,Yes_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
98,Travel_Rarely,Human Resources,Human Resources,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,High_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
99,Travel_Rarely,Human Resources,Other,Human Resources,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,High_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
100,Travel_Frequently,Human Resources,Medical,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Medium_Sat,Female,High_JobInv,High_JobSat,medium_Inc,many_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
101,Travel_Rarely,Human Resources,Human Resources,Human Resources,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Doctor,Low_Sat,Male,High_JobInv,Very High_JobSat,medium_Inc,some_Comp,Yes_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
102,Travel_Rarely,Human Resources,Life Sciences,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,High_Sat,Male,Medium_JobInv,Medium_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,4-9 years_YWCM
103,Travel_Frequently,Human Resources,Life Sciences,Human Resources,Divorced,"[28.0, 38.0)_Age",Yes_Attr,medium_Dist,Master,Medium_Sat,Male,High_JobInv,High_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
104,Travel_Rarely,Human Resources,Human Resources,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,High_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
105,Travel_Rarely,Human Resources,Human Resources,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,high_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,4-9 years_YWCM
106,Travel_Rarely,Human Resources,Medical,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,High_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
107,Travel_Rarely,Human Resources,Medical,Human Resources,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Female,Very High_JobInv,Medium_JobSat,high_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
108,Travel_Rarely,Human Resources,Human Resources,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,Very High_JobInv,Medium_JobSat,low_Inc,many_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
109,Travel_Rarely,Human Resources,Medical,Human Resources,Single,"[28.0, 38.0)_Age",No_Attr,far_Dist,Master,Medium_Sat,Male,High_JobInv,Medium_JobSat,high_Inc,none_Comp,No_OT,high_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
110,Travel_Rarely,Human Resources,Human Resources,Human Resources,Divorced,"[48.0, 58.04)_Age",Yes_Attr,medium_Dist,Bachelor,Low_Sat,Male,Medium_JobInv,Low_JobSat,low_Inc,some_Comp,Yes_OT,high_PSH,Very High_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
111,Travel_Rarely,Human Resources,Life Sciences,Human Resources,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
112,Travel_Frequently,Human Resources,Life Sciences,Human Resources,Single,"[18.0, 28.0)_Age",No_Attr,far_Dist,Master,High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,some_Comp,Yes_OT,high_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
113,Travel_Frequently,Human Resources,Life Sciences,Human Resources,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Low_Sat,Female,Medium_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
114,Travel_Frequently,Human Resources,Medical,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,Low_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
115,Non-Travel,Human Resources,Medical,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Doctor,Very High_Sat,Female,Very High_JobInv,Low_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
116,Travel_Frequently,Human Resources,Human Resources,Human Resources,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,Medium_Sat,Male,High_JobInv,High_JobSat,high_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
117,Travel_Rarely,Human Resources,Life Sciences,Human Resources,Divorced,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,High_JobInv,High_JobSat,medium_Inc,none_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
118,Travel_Rarely,Human Resources,Technical Degree,Human Resources,Single,"[18.0, 28.0)_Age",No_Attr,near_Dist,Master,High_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
119,Travel_Rarely,Human Resources,Human Resources,Human Resources,Married,"[38.0, 48.0)_Age",Yes_Attr,far_Dist,Bachelor,Low_Sat,Male,Medium_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
120,Travel_Rarely,Human Resources,Technical Degree,Human Resources,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Master,Low_Sat,Male,High_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
121,Travel_Rarely,Human Resources,Human Resources,Human Resources,Married,"[48.0, 58.04)_Age",Yes_Attr,far_Dist,Below College,Very High_Sat,Female,Low_JobInv,High_JobSat,medium_Inc,none_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
122,Travel_Rarely,Human Resources,Human Resources,Human Resources,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,Bachelor,Low_Sat,Male,Medium_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
123,Travel_Rarely,Human Resources,Human Resources,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,Very High_JobInv,High_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
124,Non-Travel,Human Resources,Medical,Human Resources,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Below College,Very High_Sat,Female,Medium_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
125,Travel_Rarely,Human Resources,Medical,Human Resources,Married,"[48.0, 58.04)_Age",Yes_Attr,near_Dist,College,Medium_Sat,Male,Medium_JobInv,Low_JobSat,medium_Inc,many_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,more 20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
126,Travel_Frequently,Human Resources,Human Resources,Human Resources,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
127,Travel_Rarely,Human Resources,Life Sciences,Human Resources,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,High_JobInv,Low_JobSat,medium_Inc,many_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,4-9 years_YWCM
128,Travel_Rarely,Human Resources,Medical,Human Resources,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Medium_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,many_Comp,Yes_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
129,Travel_Rarely,Human Resources,Human Resources,Human Resources,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
130,Travel_Rarely,Human Resources,Technical Degree,Human Resources,Single,"[18.0, 28.0)_Age",Yes_Attr,near_Dist,College,Low_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
131,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
132,Travel_Frequently,Research & Development,Life Sciences,Laboratory Technician,Divorced,"[18.0, 28.0)_Age",No_Attr,near_Dist,Master,Very High_Sat,Female,High_JobInv,Low_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
133,Travel_Rarely,Research & Development,Other,Laboratory Technician,Single,"[28.0, 38.0)_Age",No_Attr,medium_Dist,College,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
134,Travel_Frequently,Research & Development,Medical,Laboratory Technician,Married,"[38.0, 48.0)_Age",No_Attr,far_Dist,Bachelor,Medium_Sat,Female,High_JobInv,High_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,Low_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
135,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,High_Sat,Male,Medium_JobInv,Medium_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
136,Non-Travel,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Bachelor,Low_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
137,Travel_Frequently,Research & Development,Life Sciences,Laboratory Technician,Single,"[48.0, 58.04)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,High_JobInv,Very High_JobSat,medium_Inc,none_Comp,Yes_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
138,Non-Travel,Research & Development,Life Sciences,Laboratory Technician,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,Medium_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
139,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,far_Dist,Master,Medium_Sat,Female,Low_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
140,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Divorced,"[48.0, 58.04)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,Medium_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,low_PSH,High_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
141,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Single,"[38.0, 48.0)_Age",Yes_Attr,near_Dist,Below College,Very High_Sat,Female,Medium_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
142,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Below College,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,none_Comp,Yes_OT,high_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
143,Travel_Frequently,Research & Development,Life Sciences,Laboratory Technician,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Below College,Very High_Sat,Male,Very High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
144,Non-Travel,Research & Development,Medical,Laboratory Technician,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,Low_Sat,Female,Medium_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,High_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
145,Travel_Rarely,Research & Development,Other,Laboratory Technician,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,Very High_Sat,Female,High_JobInv,High_JobSat,low_Inc,many_Comp,Yes_OT,high_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
146,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Single,"[38.0, 48.0)_Age",Yes_Attr,near_Dist,Bachelor,Medium_Sat,Male,High_JobInv,Low_JobSat,high_Inc,none_Comp,Yes_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
147,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Single,"[48.0, 58.04)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
