Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;RelationshipSatisfaction;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsWithCurrManager;Stagnation;KmeansLabels;DbscanLabels;HierarchicalLabels
30;0;Travel_Rarely;Research & Development;7;4;Medical;1;0;3;Research Scientist;4;Single;5126;0;0;13;3;0;1;1;1;1;0;0;5;0;0
32;0;Travel_Rarely;Research & Development;4;4;Life Sciences;3;1;3;Research Scientist;3;Single;5396;0;1;11;2;0;9;2;3;9;1;6;2;-1;0
32;0;Non-Travel;Research & Development;1;2;Life Sciences;1;0;3;Research Scientist;1;Married;4707;2;0;22;4;1;5;2;4;4;0;2;5;4;0
36;0;Travel_Rarely;Research & Development;6;3;Life Sciences;3;0;2;Research Scientist;3;Divorced;2781;0;1;14;4;1;3;5;3;3;2;0;5;1;0
53;0;Travel_Rarely;Research & Development;2;4;Medical;3;1;3;Research Scientist;3;Married;14275;2;0;14;2;3;20;2;3;12;2;0;2;-1;0
33;0;Travel_Rarely;Research & Development;14;3;Medical;4;0;3;Research Scientist;2;Married;15505;1;0;13;4;1;8;2;3;3;3;3;0;-1;0
28;0;Travel_Frequently;Research & Development;4;3;Medical;1;0;4;Research Scientist;1;Married;6834;0;0;16;1;1;5;2;4;5;2;0;2;3;0
27;0;Travel_Rarely;Research & Development;2;4;Technical Degree;2;1;2;Research Scientist;4;Married;2534;8;0;20;2;1;9;4;4;1;1;0;5;0;0
30;0;Non-Travel;Research & Development;2;1;Medical;1;1;2;Research Scientist;4;Single;4695;0;0;12;4;0;5;3;3;5;1;3;2;3;0
39;1;Travel_Rarely;Research & Development;1;4;Technical Degree;1;0;2;Research Scientist;1;Single;4534;6;0;13;3;0;11;6;1;8;7;0;2;-1;0
34;0;Non-Travel;Research & Development;9;3;Medical;4;0;3;Research Scientist;2;Single;5304;1;0;16;4;0;7;3;2;5;3;0;2;3;0
43;0;Travel_Rarely;Research & Development;20;3;Technical Degree;3;0;4;Research Scientist;3;Married;10798;0;0;17;4;0;2;5;2;1;0;0;5;0;0
36;0;Travel_Rarely;Research & Development;15;3;Life Sciences;3;0;3;Research Scientist;4;Single;1102;1;0;19;1;0;6;3;3;1;1;1;5;0;0
28;0;Travel_Rarely;Research & Development;1;4;Medical;3;1;3;Research Scientist;2;Single;3591;0;0;17;2;0;1;3;3;1;0;1;5;0;0
36;0;Travel_Rarely;Research & Development;1;3;Technical Degree;1;1;3;Research Scientist;4;Married;6142;7;0;12;3;1;17;2;2;5;2;5;2;3;0
31;0;Travel_Rarely;Research & Development;9;3;Medical;3;1;3;Research Scientist;3;Divorced;6410;5;0;18;2;1;6;1;3;2;2;4;5;2;0
29;0;Travel_Rarely;Research & Development;27;2;Medical;4;1;3;Research Scientist;2;Single;2109;2;0;15;4;0;9;2;3;1;1;1;5;0;0
40;0;Non-Travel;Research & Development;13;1;Life Sciences;2;1;3;Research Scientist;4;Single;13194;3;0;18;1;0;5;2;3;1;1;0;5;-1;0
34;0;Travel_Frequently;Research & Development;1;3;Life Sciences;4;0;3;Research Scientist;4;Single;7756;1;0;12;2;0;16;1;3;6;6;30;4;-1;0
36;0;Travel_Rarely;Research & Development;10;4;Technical Degree;3;1;3;Research Scientist;3;Married;4487;3;0;22;2;2;10;3;2;5;3;9;2;-1;0
36;0;Travel_Rarely;Research & Development;9;2;Life Sciences;2;0;3;Research Scientist;4;Divorced;5079;2;0;19;4;2;10;3;4;7;3;0;2;-1;0
31;0;Non-Travel;Research & Development;1;5;Life Sciences;2;1;3;Research Scientist;4;Married;6932;1;0;12;4;1;10;2;2;9;8;72;1;-1;3
27;0;Travel_Rarely;Research & Development;16;1;Life Sciences;2;0;3;Research Scientist;4;Married;2517;1;0;12;2;1;9;2;2;5;5;0;2;3;0
36;0;Travel_Frequently;Sales;16;3;Life Sciences;3;1;3;Sales Executive;4;Divorced;4768;1;1;25;3;1;7;4;3;1;1;1;5;0;0
37;0;Travel_Rarely;Sales;8;2;Life Sciences;1;1;3;Sales Executive;4;Divorced;5731;1;0;18;1;1;13;2;3;6;6;36;4;-1;0
42;0;Travel_Rarely;Sales;1;3;Life Sciences;4;1;3;Sales Executive;3;Married;5410;0;0;12;1;1;19;3;3;4;4;0;5;4;0
23;0;Travel_Frequently;Sales;3;1;Medical;4;0;4;Sales Executive;4;Divorced;1790;1;1;20;2;2;5;2;3;1;1;0;5;0;0
30;1;Travel_Rarely;Sales;9;3;Life Sciences;3;1;1;Sales Executive;3;Married;2693;7;0;11;3;0;12;2;1;1;1;1;5;0;0
38;0;Travel_Rarely;Sales;8;4;Life Sciences;1;1;3;Sales Executive;1;Married;31161;2;0;13;4;1;8;3;1;7;2;4;3;-1;2
36;0;Travel_Rarely;Sales;3;3;Life Sciences;1;0;3;Sales Executive;3;Divorced;5003;0;0;12;3;2;17;6;2;10;10;50;4;-1;0
33;0;Travel_Rarely;Sales;18;3;Medical;3;0;3;Sales Executive;3;Married;7104;1;0;16;2;0;5;2;3;5;0;2;2;3;0
48;0;Travel_Rarely;Sales;22;2;Marketing;3;1;3;Sales Executive;2;Married;6439;0;0;13;1;1;8;2;4;8;7;0;2;-1;0
40;0;Travel_Rarely;Sales;17;2;Marketing;3;0;2;Sales Executive;2;Married;2018;2;0;16;3;2;12;3;1;5;3;2;2;3;0
24;0;Travel_Rarely;Sales;5;4;Life Sciences;4;0;2;Sales Executive;1;Married;3597;5;1;21;3;1;6;2;3;4;4;4;5;4;0
34;0;Travel_Frequently;Sales;26;4;Marketing;3;1;3;Sales Executive;4;Married;11591;0;0;18;1;0;4;3;3;2;2;4;5;-1;0
38;1;Travel_Frequently;Sales;26;4;Marketing;3;0;2;Sales Executive;1;Single;27247;5;0;15;3;0;9;2;2;6;1;0;0;-1;2
44;0;Travel_Rarely;Sales;2;2;Marketing;4;0;3;Sales Executive;2;Divorced;2559;7;0;12;3;2;8;0;3;8;3;4;2;-1;0
37;0;Travel_Rarely;Sales;2;3;Life Sciences;4;0;3;Sales Executive;3;Single;3564;0;1;11;1;0;5;3;3;5;4;0;2;3;0
29;0;Travel_Rarely;Sales;29;2;Medical;1;0;3;Sales Executive;3;Divorced;6644;5;0;12;1;2;8;2;3;0;0;0;5;5;0
36;0;Travel_Rarely;Sales;10;4;Marketing;1;0;2;Sales Executive;2;Divorced;2983;2;0;12;2;1;11;3;2;3;0;0;5;1;0
34;0;Travel_Rarely;Sales;1;4;Marketing;2;0;4;Sales Executive;4;Divorced;2691;0;0;11;4;1;16;4;2;10;9;0;2;-1;0
36;0;Travel_Rarely;Sales;18;1;Life Sciences;1;0;4;Sales Executive;3;Married;2342;2;0;11;2;0;6;3;2;5;2;2;2;3;0
25;0;Non-Travel;Sales;9;4;Medical;1;0;3;Sales Executive;2;Divorced;4000;1;0;13;4;1;7;2;3;6;6;30;4;-1;0
35;0;Travel_Rarely;Sales;2;3;Marketing;4;1;3;Sales Executive;2;Single;4859;8;0;15;4;0;13;3;2;5;5;5;2;3;0
21;0;Travel_Rarely;Sales;2;3;Marketing;4;0;3;Sales Executive;3;Married;1232;4;1;11;3;1;3;6;2;0;0;0;5;5;0
30;1;Travel_Rarely;Sales;4;4;Medical;4;0;1;Sales Executive;4;Married;9250;1;0;11;3;0;12;3;2;4;4;16;5;-1;0
45;1;Travel_Rarely;Sales;9;4;Marketing;1;0;3;Sales Executive;1;Single;42903;0;1;17;1;0;6;2;3;6;3;0;3;-1;2
34;0;Travel_Frequently;Sales;8;3;Medical;3;1;4;Sales Executive;4;Married;2231;1;0;15;3;2;10;3;4;4;4;0;5;4;0
33;0;Travel_Rarely;Sales;9;2;Medical;1;1;3;Sales Executive;1;Married;5324;0;0;12;4;0;9;2;4;3;1;9;5;-1;0
32;0;Travel_Rarely;Sales;27;5;Marketing;3;1;3;Sales Executive;4;Divorced;11159;7;0;23;4;1;10;6;2;7;7;49;4;-1;0
30;1;Non-Travel;Sales;4;4;Marketing;4;0;2;Sales Executive;4;Single;8474;0;1;12;2;0;8;2;3;8;4;49;4;-1;0
36;1;Travel_Rarely;Sales;4;3;Marketing;1;0;3;Sales Executive;2;Single;42903;0;0;18;3;0;8;2;3;8;7;49;3;-1;1
30;0;Travel_Frequently;Sales;3;2;Medical;2;0;3;Sales Executive;3;Married;7677;1;0;14;1;1;6;2;2;1;1;0;5;0;0
36;1;Travel_Rarely;Sales;11;3;Marketing;3;0;3;Sales Executive;4;Married;8847;1;0;18;1;2;9;2;4;3;3;9;5;-1;0
28;0;Travel_Rarely;Sales;1;5;Marketing;2;0;3;Sales Executive;1;Divorced;3485;5;1;21;3;1;9;2;2;0;0;0;5;5;0
47;1;Non-Travel;Sales;25;4;Marketing;4;0;2;Sales Executive;2;Single;11849;0;1;12;3;0;9;2;3;9;0;4;2;-1;0
36;0;Travel_Rarely;Sales;21;4;Life Sciences;4;0;4;Sales Executive;4;Single;11591;1;0;12;4;0;10;3;3;2;2;4;5;-1;0
36;1;Travel_Rarely;Sales;9;2;Medical;3;0;2;Sales Executive;4;Single;2501;1;0;16;4;0;9;4;3;1;1;1;5;0;0
46;0;Travel_Rarely;Sales;1;2;Life Sciences;2;1;3;Sales Executive;4;Married;3423;1;1;14;4;1;18;2;2;7;7;28;4;-1;0
27;0;Travel_Frequently;Sales;4;4;Life Sciences;4;1;2;Sales Executive;3;Married;2379;4;0;14;3;1;9;3;4;5;5;25;4;-1;0
35;0;Non-Travel;Sales;1;1;Medical;2;0;3;Sales Executive;4;Married;7677;1;0;14;4;1;11;3;3;1;1;1;5;0;0
33;0;Travel_Rarely;Sales;28;2;Marketing;1;0;3;Sales Executive;2;Married;2277;1;0;20;4;2;6;4;4;4;4;3;5;4;0
31;0;Travel_Rarely;Sales;26;3;Life Sciences;3;0;2;Sales Executive;1;Married;5915;0;0;11;3;1;5;2;3;5;4;0;2;3;0
33;0;Travel_Rarely;Sales;1;3;Marketing;2;0;3;Sales Executive;3;Married;13610;9;0;11;3;0;15;2;3;7;7;42;4;-1;0
33;0;Travel_Rarely;Sales;16;4;Marketing;4;0;2;Sales Executive;3;Divorced;3143;0;0;19;4;2;9;1;3;9;0;0;2;-1;0
45;1;Travel_Frequently;Sales;13;4;Marketing;1;0;4;Sales Executive;3;Single;19419;6;1;17;3;0;24;3;2;4;4;12;0;-1;2
38;0;Travel_Rarely;Sales;29;4;Life Sciences;3;0;3;Sales Executive;1;Divorced;10609;0;0;19;3;3;8;6;3;8;3;0;2;-1;0
36;0;Travel_Rarely;Sales;5;2;Life Sciences;2;0;3;Sales Executive;2;Married;3904;1;0;14;4;1;10;2;3;5;3;25;4;-1;0
38;0;Travel_Rarely;Sales;1;3;Marketing;1;0;3;Sales Executive;4;Single;31161;1;0;21;1;0;14;3;2;7;1;14;3;-1;2
32;0;Travel_Frequently;Sales;11;4;Marketing;4;0;3;Sales Executive;4;Single;4648;3;0;12;3;0;8;2;4;0;0;0;5;5;0
36;0;Travel_Rarely;Sales;9;1;Life Sciences;3;1;3;Sales Executive;3;Divorced;3931;3;1;13;3;1;12;5;3;4;4;0;5;4;0
24;0;Travel_Rarely;Sales;2;4;Marketing;2;1;3;Sales Executive;2;Married;4999;1;1;20;1;0;6;2;3;3;3;9;5;-1;0
36;0;Travel_Frequently;Sales;16;4;Marketing;3;1;2;Sales Executive;1;Married;7677;4;0;13;1;2;11;3;2;1;1;0;5;0;0
36;0;Travel_Rarely;Sales;4;3;Medical;2;0;3;Sales Executive;3;Married;11591;1;0;15;2;0;5;2;4;2;2;0;5;-1;0
42;1;Travel_Rarely;Sales;5;3;Marketing;3;0;2;Sales Executive;3;Single;13348;1;1;11;4;0;6;3;3;0;0;0;5;-1;0
30;1;Non-Travel;Sales;1;2;Life Sciences;2;1;3;Sales Executive;4;Single;8412;0;1;11;1;0;8;3;1;8;5;0;2;-1;0
45;0;Travel_Rarely;Sales;1;3;Marketing;2;1;4;Sales Executive;1;Married;7677;1;0;16;3;1;10;3;3;1;1;0;5;0;0
38;0;Travel_Rarely;Sales;19;2;Medical;1;0;3;Sales Executive;2;Single;2899;1;1;13;4;0;10;3;3;2;2;0;5;2;0
36;0;Travel_Rarely;Sales;8;3;Life Sciences;4;0;4;Sales Executive;2;Married;8321;0;0;22;3;1;4;1;3;1;1;1;5;0;0
36;0;Travel_Rarely;Sales;2;2;Marketing;2;1;3;Sales Executive;2;Married;42903;3;0;14;3;1;15;5;3;10;10;40;3;-1;1
36;1;Travel_Rarely;Sales;24;4;Medical;1;0;2;Sales Executive;2;Single;6833;0;1;23;3;0;16;2;4;6;6;36;4;-1;0
25;0;Travel_Rarely;Sales;8;2;Marketing;3;0;2;Sales Executive;4;Married;5744;4;1;11;2;1;7;1;2;6;6;8;2;-1;0
47;0;Travel_Rarely;Sales;4;1;Marketing;3;1;3;Sales Executive;3;Divorced;2105;0;1;13;4;1;23;2;4;2;2;4;5;2;0
41;1;Travel_Rarely;Sales;16;3;Life Sciences;1;1;3;Sales Executive;1;Single;2778;2;1;20;3;0;11;1;2;7;0;0;2;-1;0
30;0;Travel_Rarely;Sales;1;1;Life Sciences;1;0;2;Sales Executive;3;Single;2206;7;0;11;4;0;12;5;2;10;3;3;2;-1;0
58;0;Travel_Frequently;Sales;20;3;Life Sciences;3;0;3;Sales Executive;4;Divorced;2380;2;0;18;4;1;7;3;3;1;1;1;5;0;0
30;0;Travel_Rarely;Sales;12;3;Marketing;3;0;3;Sales Executive;4;Single;5294;4;0;11;4;0;12;3;3;7;1;4;2;-1;0
36;0;Non-Travel;Sales;2;3;Life Sciences;3;1;3;Sales Executive;4;Divorced;5093;4;1;12;2;1;13;2;2;1;1;0;5;0;0
27;0;Travel_Rarely;Sales;16;4;Life Sciences;3;0;3;Sales Executive;3;Divorced;6142;8;0;14;3;1;9;0;3;6;6;36;4;-1;0
20;0;Travel_Rarely;Sales;10;3;Medical;3;0;3;Sales Executive;4;Single;1009;1;0;13;1;0;2;5;3;1;1;1;5;0;0
33;0;Travel_Rarely;Sales;15;2;Marketing;3;1;2;Sales Executive;1;Divorced;6949;2;0;11;1;1;12;2;3;5;5;5;2;3;0
28;1;Travel_Rarely;Sales;10;3;Life Sciences;3;1;3;Sales Executive;2;Married;3660;5;0;21;3;3;10;4;3;8;7;0;2;-1;0
49;1;Travel_Rarely;Sales;2;1;Medical;3;1;3;Sales Executive;4;Single;16413;4;0;16;3;0;12;2;2;4;3;16;0;-1;2
36;1;Travel_Rarely;Sales;26;4;Life Sciences;1;0;3;Sales Executive;1;Married;2741;0;0;14;4;2;5;4;3;5;0;0;2;3;0
29;0;Travel_Frequently;Sales;1;3;Medical;3;1;2;Sales Executive;1;Single;2720;0;0;12;2;0;7;5;3;7;7;0;2;-1;0
36;0;Travel_Rarely;Sales;1;4;Life Sciences;2;1;3;Sales Executive;3;Single;7677;6;0;13;1;0;15;2;3;1;0;0;5;0;0
54;0;Travel_Rarely;Sales;7;3;Life Sciences;3;0;3;Sales Executive;1;Single;10725;0;0;14;4;0;5;1;3;5;3;2;2;-1;0
36;1;Travel_Frequently;Sales;9;3;Marketing;1;1;1;Sales Executive;3;Single;2973;8;0;13;2;0;7;2;2;5;3;3;2;3;0
42;0;Travel_Rarely;Sales;12;3;Technical Degree;2;0;3;Sales Executive;3;Single;4841;0;0;11;2;0;6;3;3;1;1;1;5;0;0
36;0;Travel_Rarely;Sales;7;3;Life Sciences;4;1;2;Sales Executive;3;Married;38989;1;0;14;3;1;13;3;2;9;8;32;3;-1;2
57;1;Travel_Rarely;Sales;1;4;Life Sciences;2;0;3;Sales Executive;3;Divorced;4900;7;0;12;4;2;12;2;3;12;1;0;2;-1;0
46;0;Travel_Rarely;Sales;5;4;Life Sciences;1;1;3;Sales Executive;4;Married;9071;1;0;11;1;2;10;3;3;3;2;0;5;-1;0
36;1;Travel_Rarely;Sales;8;3;Technical Degree;4;0;2;Sales Executive;1;Single;3424;6;0;17;3;0;6;3;2;4;2;3;5;4;0
27;0;Travel_Rarely;Sales;1;3;Life Sciences;3;1;4;Sales Executive;1;Married;5769;2;0;19;1;2;9;3;3;6;3;3;2;-1;0
33;0;Travel_Rarely;Sales;4;3;Life Sciences;3;0;3;Sales Executive;4;Married;5487;0;1;13;4;3;9;2;3;9;0;3;2;-1;0
30;0;Travel_Rarely;Sales;10;2;Medical;3;1;3;Sales Executive;4;Divorced;2132;2;1;11;4;1;8;2;3;5;4;2;2;3;0
41;0;Travel_Rarely;Sales;2;3;Life Sciences;4;0;3;Sales Executive;3;Married;6032;0;0;14;1;1;4;3;2;4;2;0;5;4;0
23;0;Travel_Rarely;Sales;9;4;Life Sciences;2;0;2;Sales Executive;3;Married;2500;1;0;13;4;1;5;2;3;4;4;16;5;-1;0
49;0;Travel_Rarely;Sales;24;1;Marketing;2;1;2;Sales Executive;4;Married;6567;0;0;11;1;1;21;2;2;15;6;81;1;-1;3
32;0;Non-Travel;Sales;2;1;Life Sciences;4;1;1;Sales Executive;4;Single;2332;3;0;20;2;0;8;3;3;3;0;0;5;1;0
58;0;Travel_Rarely;Sales;16;1;Life Sciences;4;0;3;Sales Executive;3;Married;2372;8;0;15;3;2;4;3;2;2;2;2;5;2;0
38;0;Travel_Rarely;Sales;28;3;Other;3;0;1;Sales Executive;1;Divorced;7677;3;0;15;3;1;20;2;3;1;1;0;5;0;0
36;0;Non-Travel;Sales;10;4;Marketing;2;0;3;Sales Executive;3;Single;7779;0;0;14;2;0;10;0;2;10;9;0;2;-1;0
32;0;Travel_Rarely;Sales;10;2;Medical;3;0;1;Sales Executive;2;Single;4883;1;0;13;1;0;14;3;3;10;9;20;4;-1;0
32;0;Non-Travel;Sales;14;2;Medical;3;1;2;Sales Executive;3;Single;2827;7;0;17;1;0;10;3;3;1;1;0;5;0;0
38;0;Travel_Rarely;Sales;25;3;Life Sciences;1;0;3;Sales Executive;1;Single;4771;7;0;11;4;0;20;0;2;5;5;25;4;-1;0
42;0;Travel_Rarely;Sales;7;2;Medical;1;1;4;Sales Executive;1;Divorced;4089;0;1;24;3;1;8;2;3;8;7;0;2;-1;0
38;0;Travel_Rarely;Sales;8;2;Other;1;1;3;Sales Executive;3;Divorced;13582;0;1;22;2;1;6;3;2;6;4;0;2;-1;0
27;0;Travel_Rarely;Sales;2;3;Medical;1;0;2;Sales Executive;2;Married;3058;2;0;19;2;2;9;3;3;5;0;0;2;3;0
36;0;Travel_Rarely;Sales;1;3;Marketing;3;1;3;Sales Executive;1;Divorced;5433;0;0;17;4;1;10;2;3;10;7;3;2;-1;0
22;0;Non-Travel;Sales;7;3;Life Sciences;4;0;3;Sales Executive;2;Married;2935;0;0;17;3;1;4;2;3;1;1;0;5;0;0
45;0;Travel_Rarely;Sales;15;2;Medical;3;0;3;Sales Executive;1;Single;23333;1;0;12;4;0;10;2;4;5;5;25;0;-1;2
32;0;Travel_Rarely;Sales;5;4;Medical;1;1;3;Sales Executive;4;Single;5055;0;0;14;2;0;4;2;3;4;2;0;5;4;0
49;1;Travel_Rarely;Sales;26;4;Marketing;1;1;3;Sales Executive;4;Married;2587;1;1;11;3;0;10;2;3;2;2;0;5;2;0
45;0;Travel_Rarely;Sales;8;4;Technical Degree;4;1;2;Sales Executive;2;Married;5770;6;0;17;2;1;22;3;3;10;3;16;2;-1;0
36;1;Non-Travel;Sales;1;4;Life Sciences;1;1;2;Sales Executive;3;Married;15505;5;0;11;3;0;17;6;1;3;3;3;0;-1;0
24;0;Travel_Frequently;Sales;1;4;Life Sciences;4;0;3;Sales Executive;2;Married;2400;0;0;15;1;2;6;3;3;2;2;4;5;2;0
36;0;Travel_Rarely;Sales;26;3;Marketing;3;1;3;Sales Executive;1;Married;2783;1;0;14;2;1;8;2;2;2;2;4;5;2;0
39;0;Non-Travel;Sales;17;4;Life Sciences;3;1;3;Sales Executive;1;Married;15505;3;1;15;4;3;15;1;3;3;3;3;0;-1;0
27;0;Travel_Rarely;Sales;10;3;Marketing;3;1;2;Sales Executive;4;Married;6214;2;1;19;3;1;9;3;3;8;2;2;2;-1;0
37;0;Travel_Rarely;Sales;12;4;Marketing;2;0;3;Sales Executive;4;Divorced;4284;3;1;12;3;2;14;2;3;5;0;0;2;3;0
37;0;Travel_Rarely;Sales;10;4;Technical Degree;2;0;2;Sales Executive;3;Married;5768;1;1;13;1;1;10;2;3;4;4;4;5;4;0
40;0;Travel_Frequently;Sales;1;1;Medical;4;0;3;Sales Executive;1;Single;5094;7;0;20;4;0;18;6;4;1;1;1;5;0;0
55;0;Travel_Rarely;Sales;2;3;Other;4;1;3;Sales Executive;2;Married;16835;0;0;19;2;1;9;2;4;9;7;21;4;-1;0
36;1;Travel_Rarely;Sales;13;4;Medical;2;0;3;Sales Executive;1;Divorced;3388;2;0;17;3;0;9;0;1;1;1;1;5;0;0
36;0;Travel_Frequently;Sales;3;3;Other;4;1;1;Sales Executive;1;Single;15505;3;0;18;4;0;15;3;3;3;3;9;0;-1;0
47;0;Travel_Rarely;Sales;28;3;Marketing;3;1;2;Sales Executive;1;Married;5070;4;0;19;4;0;22;2;4;5;5;25;4;-1;0
21;1;Travel_Rarely;Sales;23;1;Life Sciences;4;1;2;Sales Executive;1;Married;11591;1;0;13;1;1;3;2;1;2;2;4;5;-1;0
42;0;Travel_Frequently;Sales;18;4;Medical;2;1;3;Sales Executive;1;Married;4523;0;0;16;4;1;6;4;1;6;4;0;2;-1;0
26;0;Travel_Rarely;Sales;1;1;Life Sciences;2;0;3;Sales Executive;3;Married;3578;1;0;25;3;0;8;2;3;7;6;49;4;-1;0
41;0;Travel_Rarely;Sales;10;4;Marketing;4;0;3;Sales Executive;3;Divorced;3072;1;1;12;4;1;5;2;4;1;1;0;5;0;0
25;0;Travel_Rarely;Sales;5;3;Medical;4;0;3;Sales Executive;1;Single;15505;0;0;18;4;0;6;2;3;3;3;3;0;-1;0
29;0;Travel_Rarely;Sales;14;3;Medical;3;1;3;Sales Executive;3;Married;16124;3;1;17;3;1;11;2;2;7;2;4;2;-1;0
29;0;Travel_Rarely;Sales;26;3;Marketing;1;1;2;Sales Executive;1;Married;3760;1;0;15;1;1;10;5;3;3;3;9;5;-1;0
36;0;Non-Travel;Sales;2;2;Life Sciences;2;0;3;Sales Executive;4;Single;3055;1;0;18;1;0;10;2;2;9;9;0;2;-1;0
40;0;Travel_Rarely;Sales;1;2;Marketing;2;0;3;Sales Executive;1;Divorced;9094;1;0;25;3;3;22;2;3;5;5;25;4;-1;0
36;0;Travel_Rarely;Sales;10;3;Marketing;3;1;2;Sales Executive;3;Married;4898;1;0;18;1;1;10;3;3;4;4;3;5;4;0
28;0;Travel_Rarely;Sales;20;2;Marketing;4;0;3;Sales Executive;4;Divorced;8463;2;0;14;4;1;10;4;3;5;2;0;2;3;0
35;0;Travel_Rarely;Sales;2;2;Marketing;3;1;3;Sales Executive;4;Married;2572;0;1;22;1;1;8;1;3;3;3;9;5;-1;0
40;0;Travel_Frequently;Sales;9;2;Medical;4;1;1;Sales Executive;4;Divorced;4422;0;0;17;4;3;9;3;4;1;1;0;5;0;0
22;0;Non-Travel;Sales;2;1;Marketing;3;1;3;Sales Executive;2;Married;2814;0;1;13;1;3;4;2;2;4;2;2;5;4;0
36;0;Travel_Rarely;Sales;3;3;Life Sciences;3;0;2;Sales Executive;4;Single;8237;5;0;17;4;0;13;3;3;7;5;0;2;-1;0
33;0;Travel_Frequently;Sales;16;3;Life Sciences;2;0;3;Sales Executive;2;Single;7725;0;0;12;2;0;8;2;4;8;2;2;2;-1;0
23;0;Travel_Rarely;Sales;20;3;Life Sciences;4;0;3;Sales Executive;3;Single;2819;1;0;14;4;0;5;3;3;3;3;0;5;1;0
36;0;Travel_Frequently;Sales;5;3;Medical;1;0;2;Sales Executive;2;Divorced;2996;1;1;13;2;1;10;2;2;4;4;0;5;4;0
29;0;Travel_Rarely;Sales;5;3;Technical Degree;1;0;3;Sales Executive;3;Married;2119;0;0;19;3;1;6;4;3;6;2;0;2;-1;0
29;0;Travel_Rarely;Sales;13;4;Life Sciences;2;0;3;Sales Executive;4;Divorced;2062;2;0;11;3;1;8;2;2;3;3;0;5;1;0
36;0;Travel_Rarely;Sales;15;4;Marketing;2;0;3;Sales Executive;1;Single;6392;0;0;12;1;0;18;6;3;2;2;4;5;2;0
36;0;Travel_Rarely;Sales;11;2;Marketing;4;0;3;Sales Executive;4;Divorced;23333;1;0;11;4;1;5;2;3;5;2;0;0;-1;2
44;1;Travel_Rarely;Sales;3;2;Life Sciences;1;0;3;Sales Executive;3;Single;2818;9;0;14;1;0;4;2;3;3;0;4;5;1;0
35;0;Travel_Frequently;Sales;2;2;Marketing;4;0;3;Sales Executive;2;Single;4930;7;0;16;3;0;10;2;3;5;0;0;2;3;0
36;1;Travel_Rarely;Sales;10;3;Medical;4;0;2;Sales Executive;1;Married;7880;9;0;17;3;0;15;3;3;8;0;48;4;-1;0
36;0;Travel_Rarely;Sales;7;3;Technical Degree;2;1;4;Sales Executive;4;Married;7677;4;0;11;2;1;10;2;2;1;1;1;5;0;0
58;0;Non-Travel;Sales;7;3;Medical;4;0;3;Sales Executive;1;Married;16291;0;0;14;1;2;5;0;3;5;3;0;0;-1;0
35;0;Travel_Rarely;Sales;15;3;Life Sciences;4;1;2;Sales Executive;4;Married;15505;3;0;18;3;1;7;3;3;3;2;4;0;-1;0
43;0;Travel_Rarely;Sales;3;2;Life Sciences;4;0;1;Sales Executive;4;Single;2089;5;0;12;1;0;6;3;3;5;2;4;2;3;0
34;0;Travel_Frequently;Sales;1;5;Marketing;1;0;3;Sales Executive;3;Married;6074;7;0;12;3;1;11;3;2;9;0;0;2;-1;0
20;0;Travel_Rarely;Sales;6;3;Marketing;4;0;3;Sales Executive;3;Single;11591;1;0;12;2;0;2;3;3;2;2;4;5;-1;0
36;1;Non-Travel;Sales;22;2;Marketing;3;0;2;Sales Executive;3;Married;2042;2;1;12;1;2;8;2;3;3;0;3;5;1;0
32;0;Travel_Rarely;Sales;10;4;Marketing;4;0;3;Sales Executive;4;Single;38989;0;0;13;3;0;4;3;4;4;0;0;3;-1;2
33;1;Travel_Rarely;Sales;3;2;Medical;4;0;3;Sales Executive;3;Married;3600;4;1;18;1;0;12;2;2;1;0;0;5;0;0
31;0;Travel_Rarely;Sales;3;3;Life Sciences;3;0;2;Sales Executive;2;Divorced;2218;2;0;11;3;1;13;2;3;4;4;0;5;4;0
39;0;Travel_Rarely;Sales;3;3;Life Sciences;3;0;3;Sales Executive;4;Single;7677;2;0;12;1;0;12;2;3;1;1;1;5;0;0
51;0;Travel_Rarely;Sales;26;3;Marketing;3;0;3;Sales Executive;2;Married;42903;5;0;14;4;1;23;2;4;10;8;16;3;-1;2
26;0;Travel_Frequently;Sales;2;4;Life Sciences;3;1;3;Sales Executive;3;Married;2741;4;0;22;2;2;8;2;4;7;7;35;4;-1;0
34;0;Travel_Rarely;Sales;1;4;Life Sciences;1;0;2;Sales Executive;4;Single;19419;4;0;22;3;0;12;3;4;4;4;0;0;-1;0
36;0;Travel_Rarely;Sales;1;3;Medical;1;1;3;Sales Executive;3;Single;4663;1;0;16;4;0;5;2;3;3;3;0;5;1;0
42;0;Travel_Rarely;Sales;10;3;Marketing;4;1;3;Sales Executive;4;Single;2372;1;0;12;4;0;10;2;2;1;1;0;5;0;0
36;0;Travel_Frequently;Sales;6;4;Medical;1;1;4;Sales Executive;4;Divorced;4294;4;0;22;4;2;13;2;4;7;7;35;4;-1;0
26;1;Travel_Frequently;Sales;13;2;Marketing;4;1;3;Sales Executive;3;Single;2366;0;1;11;4;0;6;2;3;6;2;0;2;-1;0
